user_score;publisher;title;genre;score;release
;;Champion Sheep Rally;;;May 28, 2006
;;Champions Of Chaos 2;;;Sep 24, 2015
5.0;;Champions of Regnum;;;Feb 27, 2013
6.1;Atari;Champions Online;Role-Playing,Sci-Fi,MassivelyMultiplayerOnline,Sci-Fi;72;Sep 1, 2009
;EA Sports;Championship Bass;Sports,Nature,Fishing,Fishing;;Mar 31, 2000
;;Championship Manager 2008;;68;Nov 6, 2007
;Activision Value;Championship Snowboarding 2004;Sports,Alternative,Snowboarding;;Nov 9, 2003
;Mattel;Championship Surfer;Sports,Alternative,Surfing,Surfing;47;Nov 19, 2000
7.0;;Chantelise: A Tale of Two Sisters;;62;Jul 29, 2011
;;CHAOS - In the Darkness;;;Oct 7, 2015
2.0;;Chaos Domain;;;May 1, 2014
;;Chaos Heroes Online;;;Jan 8, 2015
;Digital Jesters;Chaos League: Sudden Death;Strategy,Real-Time,Fantasy;69;Dec 8, 2005
7.6;Capcom;Chaos Legion;ActionAdventure,Fantasy,Fantasy;37;Dec 18, 2003
8.5;;Chaos on Deponia;;78;Nov 6, 2012
8.2;3DO;Chaos Overlords;Strategy,Turn-Based,Sci-Fi;70;Apr 30, 1996
9.1;;Chaos Reborn;;;Oct 26, 2015
;;Chaos Ride;;;Jan 30, 2015
;;Chaos Theory;;;May 22, 2008
;;ChargeShot;;;Sep 18, 2015
7.9;;Chariot;;76;Nov 12, 2014
2.5;;Chariot Wars;;;May 25, 2015
2.6;Global Star Software;Charlie and the Chocolate Factory;ActionAdventure,Modern,Modern;26;Jul 12, 2005
;;Charlie Church Mouse: Early Elementary;;;Dec 4, 2007
;;Charlie Church Mouse: Kindergarten;;;Dec 4, 2007
;;Charlie Church Mouse: Preschool;;;Dec 4, 2007
;Sony Online Entertainment;Charlie's Angels: Angel X;ActionAdventure,Modern,Modern;;Jun 2, 2003
4.8;Sega;Charlotte's Web;Action,General,General;;Nov 17, 2006
;;Charm School;;;Sep 4, 2003
;Oberon Media;Charm Tale;Miscellaneous,Puzzle,General;;Mar 31, 2005
;;Charr: The Grimm Fate;;;Dec 31, 2003
7.0;Megamedia;Chasm: The Rift;Action,General,General;;Sep 30, 1997
5.9;TopWare Interactive;Check vs Mate;Miscellaneous,BoardGames,BoardGames;69;Aug 3, 2012
;;Cheerios Play Time;;;Oct 16, 2001
;;Cheesecake Cool Conrad;;;Oct 8, 2014
1.5;;Chernobyl Commando;;;Jun 6, 2014
6.7;Capcom;Cherry Tree High Comedy Club;Adventure,General,General;;Nov 8, 2012
;;Cherry Tree High I! My! Girls!;;;Nov 20, 2014
7.5;;Chess 2: The Sequel;;62;Aug 19, 2014
;;Chess Titans;;;Nov 8, 2006
7.4;Ubisoft;Chessmaster 10th Edition;Miscellaneous,BoardGames,BoardGames;81;Aug 12, 2004
;Mindscape Inc.;Chessmaster 5000;Action,General,Miscellaneous;;Jul 31, 1996
;Mindscape Inc.;Chessmaster 5500;Action,General,Miscellaneous,General,Board/CardGame;;Oct 31, 1997
;Mindscape Inc.;Chessmaster 6000;Action,General,Miscellaneous,Board/CardGame;;Sep 30, 1998
;Mindscape Inc.;Chessmaster 7000;Action,General,Miscellaneous,Board/CardGame;;Aug 31, 1999
6.4;Mattel;Chessmaster 8000;Action,General,General;80;Nov 14, 2000
7.5;Ubisoft;Chessmaster 9000;Miscellaneous,BoardGames,BoardGames;81;Aug 31, 2002
;;Chessmaster Challenge;;;Aug 12, 2009
7.1;Ubisoft;Chessmaster: Grandmaster Edition;Miscellaneous,BoardGames,BoardGames;73;Oct 30, 2007
;;Chester;;;Feb 17, 2012
;;Chex Quest 3;;;Sep 6, 2008
;;Chicken Invaders 3;;;Jun 8, 2015
;;Chicken Invaders 4;;;Jun 6, 2014
;;Chicken Invaders 5;;;Mar 13, 2015
;Eidos Interactive;Chicken Run;Action,General,ActionAdventure,General;59;Jan 14, 2001
;Activision;Chicken Run FunPack;Action,General;;Dec 4, 2000
;;Chicken Shoot Gold;;;Nov 1, 2003
8.1;;Child of Light;;77;Apr 30, 2014
;;Children of Liberty;;;Apr 18, 2014
;;Children of the Nile: Alexandria;;;Sep 10, 2008
;;Children of the Nile: Enhanced Edition;;;Jul 8, 2008
;;Chilie, the first encounter;;;May 2, 2014
8.0;;Chime;;;Sep 6, 2010
;;Chip;;;Apr 25, 2014
;;Chip's Challenge 2;;;May 28, 2015
7.6;;Chivalry: Deadliest Warrior;;69;Nov 14, 2013
7.8;;Chivalry: Medieval Warfare;;79;Oct 16, 2012
;;Chocolate Castle;;;Apr 2, 2007
;PlayFirst;Chocolatier;Strategy,Tycoon,Tycoon;;Sep 27, 2007
;PlayFirst;Chocolatier 2: Secret Ingredients;Strategy,Tycoon,Tycoon;;Jan 9, 2008
;;Chocolatier: Decadence by Design;;;Jan 22, 2009
;;Choice Chamber;;;Jul 16, 2015
8.3;;Choice of Robots;;;Dec 19, 2014
;;Choice of the Deathless;;;Aug 29, 2014
;;Choice of the Petal Throne;;;Apr 10, 2015
;;Choke on my Groundhog, YOU BASTARD ROBOTS;;;Aug 1, 2008
;;Chompy Chomp Chomp;;;May 16, 2014
6.3;InXile Entertainment;Choplifter HD;Action,General,Shooter,Scrolling,Shooter,Scrolling;65;Jan 11, 2012
;;Choplifter HD - Zombie Zombie Zombie;;;Feb 14, 2012
;;Chopper Mike;;;Mar 28, 2013
;;Chou Dengeki Striker;;;Nov 24, 2014
;;Chowderchu;;;Feb 22, 2015
;ValuSoft;Chris Moneymaker's World Poker Championship;Miscellaneous,Parlor,Gambling,Gambling;;Apr 5, 2005
5.6;Atari;Chris Sawyer's Locomotion;Strategy,Tycoon,Management,Tycoon,Business/Tycoon;59;Sep 9, 2004
;;Christmas Magic +;;;Feb 13, 2014
;;Christmas Stories: Hans Christian Andersen's Tin Soldier Collector's Edition;;;Dec 4, 2014
;;Christmasdius;;;Dec 24, 2008
7.9;;Chroma Squad;;75;Apr 30, 2015
;;Chromacore;;;Apr 28, 2014
;;Chromatose;;;Nov 16, 2013
6.5;Strategy First;Chrome;Action,Shooter,First-Person,Sci-Fi,Sci-Fi,Shooter;69;Oct 28, 2003
7.1;TopWare Interactive;Chrome SpecForce;Action,Shooter,First-Person,Sci-Fi,Sci-Fi,Shooter;62;Nov 30, 2005
;;Chromium B.S.U.;;;Sep 3, 2012
;Genetic Anomalies;Chron X;Strategy,General;;Jun 30, 1997
;;Chronicle Keepers: The Dreaming Garden;;;Jun 11, 2015
;;Chronicles of a Dark Lord - Episode 2: War of the Abyss;;;Jan 16, 2015
6.3;;Chronicles of a Dark Lord Episode I: Tides of Fate;;;May 18, 2011
;;Chronicles of Inky;;;Feb 2, 2014
6.0;City Interactive;Chronicles of Mystery: The Scorpio Ritual;Adventure,General,General;62;Nov 26, 2008
;;Chronicles of Mystery: The Tree of Life;;64;Nov 3, 2009
8.3;;Chronicles of the Arcane: a Desert Tale;;;Aug 3, 2014
;Psygnosis;Chronicles of the Sword;Adventure,General,General,Point-and-Click;;May 31, 1996
;;Chronicon;;;Jul 28, 2015
;;Chrono Rage;;;Nov 10, 2010
7.0;;Chronology;;64;May 12, 2014
;IntraCorp;Chronomaster;Adventure,General;;Feb 29, 1996
8.0;;Chuck's Challenge 3D;;61;Feb 28, 2014
;MumboJumbo;Chuzzle Deluxe;Miscellaneous,Puzzle,General,General,Puzzle,Puzzle;;May 30, 2007
;Elephant Entertainment;Ciao Bella;Adventure,General,General;;May 4, 2007
;;Cibele;;72;Nov 2, 2015
;Oxygen Interactive;CID The Dummy;Action,Platformer,3D,Platformer,3D;;Jul 7, 2009
8.0;;Cinders;;;Jul 20, 2012
;;Cinema Tycoon 2: Movie Mania;;;Sep 22, 2008
;;Cinema Tycoon Gold;;;Nov 20, 2006
;;Cinemaware Anthology: 1986-1991;;;Nov 14, 2014
;;Circa Infinity;;78;Sep 9, 2015
8.6;Virgin Interactive;Circle of Blood;Adventure,General,General,Point-and-Click;80;Sep 30, 1996
8.3;;Circuits;;;Apr 17, 2014
;;Circulate;;;Nov 21, 2005
;Enlight Software;Circus Empire;Simulation,General,General;;Jun 4, 2007
1.4;;Citadels;;20;Jul 25, 2013
7.7;;Cities in Motion;;70;Feb 22, 2011
7.3;;Cities in Motion 2;;72;Apr 2, 2013
;;Cities in Motion 2: Back to the Past;;;Sep 17, 2013
;;Cities in Motion 2: Bus Mania;;;Jan 20, 2013
;;Cities in Motion 2: European Cities;;;Mar 11, 2014
;;Cities in Motion 2: Lofty Landmarks;;;Aug 29, 2013
;;Cities in Motion 2: Marvellous Monorails;;;Jan 9, 2014
;;Cities in Motion 2: Metro Madness;;;Aug 15, 2013
;;Cities in Motion 2: Olden Times;;;Oct 3, 2013
;;Cities in Motion 2: Players Choice Vehicle Pack;;;Jun 17, 2014
;;Cities in Motion 2: Trekking Trolleys;;;Jul 30, 2013
;;Cities in Motion 2: Wending Waterbuses;;;Jul 30, 2013
;;Cities in Motion Collection;;;Nov 23, 2011
;;Cities in Motion: Design Classics;;;Apr 5, 2011
;;Cities in Motion: Design Dreams;;;Feb 29, 2012
;;Cities in Motion: Design Marvels;;;May 20, 2011
;;Cities in Motion: Design Now;;;Jun 14, 2011
;;Cities in Motion: Design Quirks;;;Feb 5, 2013
;;Cities in Motion: German Cities;;;Sep 13, 2011
;;Cities in Motion: London;;;Nov 20, 2012
;;Cities in Motion: Metro Stations;;;Jul 22, 2011
;;Cities in Motion: Paris;;;May 15, 2012
;;Cities in Motion: St. Petersburg;;;Jul 26, 2012
;;Cities in Motion: Tokyo;;;May 30, 2011
;Paradox Interactive;Cities in Motion: U.S. Cities;Simulation,General;;Jan 17, 2011
;;Cities in Motion: Ulm;;;Apr 12, 2012
;;Cities in Motion: US Cities;;;Jan 17, 2012
4.0;Monte Cristo Multimedia;Cities XL;Strategy,CityBuilding,Modern,Modern;69;Oct 9, 2009
5.8;;Cities XL 2011;;70;Oct 14, 2010
5.6;;Cities XL 2012;;61;Oct 20, 2011
5.6;Focus Home Interactive;Cities XL Platinum;Strategy,CityBuilding,Modern,Modern;;Feb 6, 2013
1.5;;Cities XXL;;47;Feb 5, 2015
8.9;;Cities: Skylines;;86;Mar 10, 2015
8.1;;Cities: Skylines - After Dark;;80;Sep 24, 2015
6.8;;Citizens of Earth;;66;Jan 20, 2015
;;City Block Cats;;;May 23, 2015
;;City Bus Simulator: New York;;;Aug 6, 2014
7.4;cdv Software;City Life;Strategy,Breeding/Constructing,Breeding/Constructing;76;Jun 2, 2006
7.8;Paradox Interactive;City Life 2008 Edition;Strategy,CityBuilding,Modern,Modern;66;Jul 29, 2008
8.2;cdv Software;City Life: World Edition;Strategy,Breeding/Constructing,Breeding/Constructing;75;Feb 9, 2007
;;City of Fools;;;Jul 10, 2015
8.5;NCSOFT;City of Heroes;Role-Playing,MassivelyMultiplayerOnline,Modern,Modern;85;Apr 27, 2004
;NCSOFT;City of Heroes - Issue 10: Invasion;Role-Playing,MassivelyMultiplayerOnline,Fantasy,Modern;;Jul 25, 2007
;NCSOFT;City of Heroes Freedom;Role-Playing,Miscellaneous,MassivelyMultiplayerOnline,Fantasy,Compilation;;Sep 27, 2011
8.7;;City of Heroes Going Rogue;;;Aug 17, 2010
;;City of Heroes Going Rogue: Complete Collection;;;Aug 17, 2010
;NCSOFT;City of Heroes: Architect Edition;Role-Playing,MassivelyMultiplayerOnline,Modern;;Apr 13, 2009
;NCSOFT;City of Heroes: Good Versus Evil Combined Edition;Role-Playing,MassivelyMultiplayerOnline,Modern;;Sep 29, 2006
5.8;;City of Steam;;;Nov 16, 2012
8.1;NCSOFT;City of Villains;Role-Playing,MassivelyMultiplayerOnline,Modern,Modern;82;Oct 31, 2005
;;City Quest;;;Aug 20, 2015
;;City Racer;;;Jun 30, 2003
;;City Rain;;;Jun 14, 2011
;MicroProse;Civ II: Fantastic Worlds;Strategy,Turn-Based,Historic,General,Historic;;Oct 31, 1997
6.9;2K Games;CivCity: Rome;Strategy,CityBuilding,Historic,Historic;67;Jul 24, 2006
;Abacus Software;Civil Air Patrol Pilot Search and Rescue;Simulation,Flight,ModernJet,Civilian;;Aug 14, 2006
;Sierra Entertainment;Civil War Generals 2: Grant, Lee, Sherman;Strategy,General,General;;Oct 31, 1997
;;Civil War II;;;Jul 3, 2014
;;Civil War II: The Bloody Road South;;;Jul 3, 2014
;;Civil War Mysteries;;;Apr 8, 2008
9.0;MicroProse;Civilization II;Strategy,Turn-Based,Historic,Historic;94;Feb 29, 1996
;;Civilization II Multiplayer Gold Edition;;;Dec 31, 1997
7.6;Hasbro Interactive;Civilization II: Test of Time;Strategy,Turn-Based,Historic,Historic;;Jul 31, 1999
8.3;Atari;Civilization III: Conquests;Strategy,Turn-Based,Historic,Historic;86;Nov 4, 2003
8.5;Atari;Civilization III: Gold Edition;Strategy,Turn-Based,Historic;;Oct 31, 2003
6.6;Infogrames;Civilization III: Play the World;Strategy,Turn-Based,Historic,Historic;61;Oct 25, 2002
7.8;Activision;Civilization: Call to Power;Strategy,Turn-Based,Historic,Historic;;Mar 31, 1999
;;CivNet;;;Jan 31, 1996
5.3;NIS America;ClaDun x2;Role-Playing,General,General,ActionRPG;;Aug 14, 2012
;;Claiming Xodius;;;Apr 20, 2015
7.6;;Claire;;;Jul 7, 2014
4.6;NIS America;Clan of Champions;Action,General,General;42;Oct 30, 2012
;;Clandestine;;;Oct 30, 2014
;;Clandestinity of Elsie;;;Jul 8, 2015
;;Clandestiny;;;Oct 15, 1996
;GT Interactive;Clans;Role-Playing,General,General;;Jan 1, 1999
;;Clash N Slash;;;Dec 29, 2005
;;Clash of Kingdoms: Rise of Champions;;;Aug 3, 2011
;;Clash of Puppets;;;Dec 16, 2014
;;Classic Adventures:  The Great Gatsby;;;Jul 15, 2010
;;Classic Car Racing;;;Jan 22, 2010
;;Classic Flight Collection;;;May 30, 2002
;;Classic Night;;;Feb 14, 2009
;;Classroom Chaos;;;May 24, 2004
;;Claudio;;;Apr 30, 2014
8.4;Monolith Productions;Claw;Action,Platformer,2D,Platformer,2D;;Sep 30, 1997
;;Claws & Feathers;;;Mar 26, 2015
;;Clean'Em Up;;;Jun 22, 2012
8.5;Sierra Entertainment;Cleopatra: Queen of the Nile;Strategy,CityBuilding,Historic;77;Jul 11, 2000
;Dreamcatcher;Cleopatra: Riddle of the Tomb;First-Person,Adventure,Fantasy,Fantasy;67;Mar 31, 2008
;;Clergy Splode;;;Sep 17, 2015
;;Cleric;;;Dec 31, 2003
6.4;;Clicker Heroes;;;May 13, 2015
6.8;;Clickr;;;Dec 23, 2010
;;Cliffs of War: Fortress Defenders;;;Nov 3, 2015
7.5;Codemasters;Clive Barker's Jericho;ActionAdventure,Horror,Horror;63;Oct 23, 2007
8.8;Electronic Arts;Clive Barker's Undying;Action,Shooter,First-Person,Fantasy,Fantasy,Shooter,Arcade;85;Feb 21, 2001
;;Cloaks and Spells;;;Jun 13, 2013
;;Clockwork Empires;;;Aug 15, 2014
;;Clockwork Tales: Of Glass and Ink;;;Apr 24, 2014
;;Clone Wars Adventures: Battle of Umbara;;;Dec 15, 2011
;;Clone Wolf: Protector;;;Nov 24, 2011
;;Clones;;;Nov 18, 2010
6.0;NinjaBee;Cloning Clyde;Action,Platformer,2D,Platformer,2D;;Mar 15, 2011
;Microsoft Game Studios;Close Combat;Strategy,Turn-Based,Historic,Real-Time,Historic,Tactics;;Jun 30, 1996
;Microsoft Game Studios;Close Combat III: The Russian Front;Strategy,Turn-Based,Historic,Real-Time,Historic,Tactics;;Dec 31, 1998
8.4;Microsoft Game Studios;Close Combat: A Bridge Too Far;Strategy,Turn-Based,Historic,Real-Time,Tactics;;Sep 30, 1997
;SSI;Close Combat: Battle of the Bulge;Strategy,Turn-Based,Historic,Real-Time,Tactics;;Nov 30, 1999
6.6;;Close Combat: Cross of Iron;;;Feb 12, 2007
5.3;2K Games;Close Combat: First to Fight;Action,Shooter,First-Person,Tactical,Modern,Shooter,Modern;67;Apr 18, 2005
7.1;;Close Combat: Gateway to Caen;;;Jun 5, 2014
8.1;SSI;Close Combat: Invasion: Normandy;Strategy,Turn-Based,Historic,Real-Time,Tactics;79;Oct 10, 2000
;;Close Combat: Last Stand Arnhem;;;Jul 7, 2010
;Matrix Games;Close Combat: Modern Tactics;Strategy,Wargame,Turn-Based;;Nov 15, 2007
5.3;;Close Combat: Panthers in Fog;;;Nov 19, 2012
;;Close Combat: The Longest Day;;;Apr 29, 2009
;Matrix Games;Close Combat: Wacht am Rhein;Action,Shooter,First-Person,Strategy,Real-Time,Tactical,Modern,Tactics;;Oct 28, 2008
;Groove Games;Close Quarters Conflict;Action,Shooter,First-Person,Modern,Shooter,Modern;;Jan 22, 2007
;;Close Your Eyes;;;Aug 31, 2015
6.7;_No Company, Eyebrow Interactive;Closure;Action,Platformer,2D,Platformer,2D;78;Jan 1, 2009
7.3;;Cloud Chamber;;74;Aug 7, 2014
;;Cloud Knights;;;Apr 27, 2015
7.3;;Cloudberry Kingdom;;67;Aug 2, 2013
7.7;;Cloudbuilt;;72;Mar 20, 2014
;;Cloudphobia;;;Mar 8, 2013
;;Cloudrift;;;Oct 30, 2015
;Ubisoft;Cloudy With a Chance of Meatballs;ActionAdventure,Modern,Adventure,General,Modern;;Sep 18, 2009
;_No Company;Cloven Crania Meadow;Strategy,Real-Time,Fantasy;;Jul 26, 2005
;;Clover: A Curious Tale;;;Oct 1, 2009
;;Clown House (Palyaco Evi);;;Aug 24, 2015
;;CLR: Cannons Lasers Rockets;;;Feb 4, 2014
;;Club Manager 2015;;;Dec 4, 2014
;Viva Media, Viva Media, LLC;Club Vegas 20,000 Slots;Miscellaneous,Parlor,Gambling,Gambling;;Feb 4, 2009
;;Club Vegas Casino 10,000;;;Jul 15, 2008
;Hasbro Interactive;Clue;Miscellaneous,BoardGames,BoardGames,Board/CardGame;;Dec 31, 1996
;Hasbro Interactive;Clue Chronicles: Fatal Illusion;Adventure,General,General;;Jan 31, 2000
;;Clue Classic;;;Jul 15, 2008
;Hasbro Interactive;Clue: Murder at Boddy Mansion;Action,General,General;;Sep 30, 1998
;Legacy Interactive;Clueless: The Game;Adventure,General,General;;Feb 12, 2009
8.3;RealNetworks;Clusterball;Action,General,General;62;Dec 14, 2000
6.9;;Clutch;;51;Jun 2, 2009
;;CMYW;;;Oct 16, 2015
;;Co-Op;;;Mar 5, 2012
;;CO-OP : Decrypted;;;Apr 6, 2015
;;Coast Guard;;;Oct 21, 2015
;;Coated;;;Aug 25, 2015
;;Cobi Treasure Deluxe;;;May 23, 2014
;;Cocktail Mania;;;Jan 20, 2010
8.5;iWin;Coconut Queen;Strategy,Breeding/Constructing,Breeding/Constructing;;Aug 20, 2009
;Head Games Publishing;Code Blue: The Interactive ER Game;Strategy,Breeding/Constructing,Breeding/Constructing;;Nov 8, 2000
;;Code of Honor 1 & 2 Bundle;;;Sep 28, 2009
4.9;;Code of Honor 2: Conspiracy Island;;32;Jul 29, 2008
5.3;City Interactive;Code of Honor 3: Desperate Measures;Action,General,General;;Jul 28, 2009
;Take-Two Interactive;Codename Eagle;Action,General,General;;Mar 31, 2000
5.8;Atari;Codename Panzers: Cold War;Strategy,Real-Time,Military,Military;67;Mar 10, 2009
;ValuSoft;Codename: Nina - Global Terrorism Strike Force;Action,General,General;;Apr 8, 2003
8.0;Virgin Interactive;Codename: Outbreak;Action,Shooter,First-Person,Sci-Fi,Sci-Fi,Shooter;55;Nov 24, 2001
;;Codename: Panzers Commander's Edition;;;Jun 4, 2007
8.8;cdv Software;Codename: Panzers, Phase One;Strategy,Real-Time,Historic,Historic;81;Sep 30, 2004
8.0;cdv Software;Codename: Panzers, Phase Two;Strategy,Real-Time,Historic,Historic;80;Jul 25, 2005
;;Coffee House Chaos;;;Oct 10, 2005
;Activision;Coffee Rush;Miscellaneous,General,General,Puzzle,Puzzle;;Apr 22, 2008
4.8;;Coffee Tycoon;;39;Sep 11, 2006
7.7;;Coffin Dodgers;;;Jul 8, 2015
;;Cognition: An Erica Reed Thriller;;;Dec 10, 2013
6.8;;Cognition: An Erica Reed Thriller Episode 1 - The Hangman;;72;Oct 30, 2012
7.4;Phoenix Online Studios;Cognition: An Erica Reed Thriller Episode 2 - The Wise Monkey;Adventure,General,General;72;Jan 30, 2013
7.4;Phoenix Online Studios;Cognition: An Erica Reed Thriller Episode 3 - The Oracle;Adventure,General,General;77;Jun 30, 2013
6.9;;Cognition: An Erica Reed Thriller Episode 4 - The Cain Killer;;70;Sep 19, 2013
7.6;;Cogs;;73;Apr 14, 2009
;;Coin Crypt;;;Nov 18, 2013
;;CoinsBox;;;Jun 1, 2014
2.4;Activision Value;Cold Case Files;First-Person,Adventure,Modern,Modern;;Sep 14, 2004
;;Cold Contract;;;Feb 24, 2015
;;Cold Dreams;;;Oct 19, 2015
7.7;Ubisoft;Cold Fear;ActionAdventure,Horror,Horror;66;May 17, 2005
6.1;DreamCatcher Interactive;Cold War;Action,Shooter,First-Person,Historic,Shooter,Historic;64;Sep 27, 2005
;GMX Media;Cold War Conflicts;Strategy,Real-Time,Historic,Historic;55;Apr 6, 2005
8.4;Encore Software, Inc.;Cold Zero: No Mercy;Action,Shooter,Third-Person,Modern,Shooter,Modern;62;Aug 22, 2003
;;Coldenlight;;;Sep 18, 2012
;;Coldfire Keep;;;May 9, 2014
6.9;Codemasters;Colin McRae Rally;Simulation,Driving,Racing,Rally/Offroad,Rally/Offroad,Automobile;;Feb 29, 2000
0.4;;Colin McRae Rally;;;Jul 30, 2014
7.0;Codemasters;Colin McRae Rally 04;Driving,Racing,Rally/Offroad,Rally/Offroad;87;Apr 2, 2004
8.4;Codemasters;Colin McRae Rally 2.0;Driving,Racing,Rally/Offroad,Rally/Offroad;83;Feb 14, 2001
6.9;Codemasters;Colin McRae Rally 2005;Driving,Racing,Rally/Offroad,Rally/Offroad;83;Oct 28, 2004
;;Colina(Hill) 1.5;;;Mar 24, 2015
8.6;Shrapnel Games;Coliseum;Strategy,Breeding/Constructing;32;Jan 6, 2004
;;Collapse Crunch!;;;May 20, 2004
;;Collateral;;;Nov 24, 2014
;;Collector's Edition: 251 Awesome Games!;;;Jan 9, 2003
;;College Romance: Rise of the Little Brother;;;Apr 1, 2009
;Acclaim;College Slam;Sports,Traditional,Basketball,Arcade,Arcade,Team;;Jan 31, 1996
;;Collisions;;;Jul 28, 2015
;;Colonial Conquest;;;Jul 28, 2015
;Mana Bomb Game Studios;Colony Defense;Strategy,Real-Time,Sci-Fi;;Feb 20, 2010
;;colony.exe;;;Jan 29, 2015
;;Color Assembler;;;Jun 3, 2015
;;Color Bubble Pop+;;;Mar 30, 2015
;;Color Clash: Techno Tilt;;;Jan 4, 2011
;;Color Cross;;;Nov 28, 2008
;;Color Guardians;;;May 12, 2015
;;Color Rush;;;Aug 23, 2014
;;Color Symphony;;;Sep 15, 2014
;;Color Symphony 2;;;Oct 16, 2015
;;ColorCube;;;Aug 23, 2010
;;Colorful (2011);;;Nov 1, 2011
;;Colorful Box;;;Jan 23, 2004
;;Coloropus;;;Apr 22, 2012
;;Colortone;;;Jul 1, 2015
6.8;;Colour Bind;;66;Sep 24, 2012
;Encore Software, Inc.;Colt's Wild West Shootout;Action,General,General;;Sep 20, 1999
;;Columns;;;Sep 13, 2010
;;Columns III;;;Oct 26, 2010
4.8;;Coma:Mortuary;;;May 12, 2014
7.4;NovaLogic;Comanche 4;Simulation,Flight,Helicopter,Helicopter;74;Nov 12, 2001
;Infogrames;Combat;Action,General,General;56;Nov 20, 2001
;Strategy First;Combat 6+1 Pack;Strategy,Real-Time,Historic;;Mar 4, 2005
5.0;;Combat Arms;;71;Jul 10, 2008
7.3;Gamepires;Combat Carnage;Driving,Racing,Arcade;58;May 18, 2012
;Empire Interactive;Combat Chess;Miscellaneous,BoardGames,BoardGames;;Nov 30, 1997
;Shrapnel Games;Combat Command 2: Danger Forward!;Strategy,Turn-Based,Historic;66;Dec 17, 2000
;;Combat Command 2: Desert Rats;;71;Jul 29, 2001
;;Combat Command: The Matrix Edition;;;Mar 23, 2011
;SouthPeak Games;Combat Elite: WWII Paratroopers;Action,Shooter,Third-Person,Historic,Shooter,Historic;;Feb 15, 2006
8.1;Microsoft Game Studios;Combat Flight Simulator 2: WWII Pacific Theater;Simulation,Flight,WWII,WWII;83;Oct 13, 2000
6.5;Microsoft Game Studios;Combat Flight Simulator 3: Battle for Europe;Simulation,Flight,WWII,WWII,Combat;69;Oct 25, 2002
3.5;Legacy Interactive;Combat Medic: Special Operations;ActionAdventure,Modern,Modern;37;Apr 30, 2002
8.4;cdv Software;Combat Mission 3: Afrika Korps;Strategy,Real-Time,Wargame,Real-Time;81;Dec 3, 2003
7.1;Take-Two Interactive;Combat Mission Anthology;Strategy,Wargame,Real-Time;79;Jul 31, 2006
;;Combat Mission: Afghanistan;;;Sep 14, 2010
8.3;Battlefront.com;Combat Mission: Barbarossa to Berlin;Strategy,Real-Time,Wargame,Real-Time;89;Oct 29, 2002
5.4;;Combat Mission: Battle for Normandy;;81;May 17, 2011
;Battlefront.com;Combat Mission: Beyond Overlord;Strategy,Real-Time,Wargame,Real-Time;;Jun 1, 2000
;;Combat Mission: Black Sea;;;Jan 30, 2015
7.8;;Combat Mission: Fortress Italy;;;Jun 21, 2012
3.3;Paradox Interactive;Combat Mission: Shock Force;Strategy,Turn-Based,Wargame,Turn-Based;62;Aug 22, 2007
;Battlefront.com;Combat Mission: Shock Force - British Forces;Strategy,Wargame,Turn-Based;;Jul 29, 2009
7.0;Battlefront.com;Combat Mission: Shock Force - Marines;Strategy,Wargame,Turn-Based;;Sep 1, 2008
;;Combat Monsters;;;Jan 20, 2015
;GMX Media;Combat Over Europe;Simulation,Flight,WWII;;Nov 9, 2004
7.3;Navarre Corp;Combat Wings: Battle of Britain;Simulation,Flight,WWII,WWII;;Oct 30, 2008
6.3;Groove Games;Combat: Task Force 121;Action,Shooter,First-Person,Tactical,Modern,Shooter,Modern;40;Mar 24, 2005
;;Come See Me Tonight;;;Apr 15, 2003
;;Come See Me Tonight 2;;;Aug 13, 2004
;;Comedy Quest;;;Sep 2, 2015
;;Coming Out On Top;;;Dec 10, 2014
8.0;;Comix Zone (Genesis);;;Jun 1, 2010
8.9;Virgin Interactive;Command & Conquer;Strategy,Real-Time,Sci-Fi,Sci-Fi,General,Command;94;Aug 31, 1995
;;Command & Conquer 3 Limited Collection;;;Mar 28, 2008
8.1;EA Games;Command & Conquer 3: Kane's Wrath;Strategy,Real-Time,Sci-Fi,Sci-Fi;77;Mar 24, 2008
