user_score;publisher;title;genre;score;release
;Electronic Arts;NHL 99;Sports,Traditional,IceHockey,Sim,Sim,Team;;Sep 30, 1998
;Fox Interactive;NHL Championship 2000;Sports,Traditional,IceHockey,Sim,Sim;;Nov 3, 1999
6.6;Sega;NHL Eastside Hockey Manager;Sports,Traditional,IceHockey,Management;77;Oct 19, 2004
6.6;Sega;NHL Eastside Hockey Manager 2005;Sports,Traditional,IceHockey,Management;82;Oct 5, 2005
8.6;Sega;NHL Eastside Hockey Manager 2007;Sports,Traditional,IceHockey,Management,Management;89;Sep 22, 2006
;GT Interactive;NHL Open Ice 2 on 2 Challenge;Sports,Traditional,IceHockey,Arcade;;Aug 31, 1997
;Virgin Interactive;NHL Powerplay '96;Sports,Traditional,IceHockey,Sim,Sim,Team;;Jul 31, 1996
;Virgin Interactive;NHL Powerplay 98;Sports,Traditional,IceHockey,Sim,Sim;;Oct 31, 1997
;Mind Magic;NHRA Drag Racing;Driving,Racing,Drag,Drag;;Aug 31, 1998
;ValuSoft;NHRA Drag Racing Main Event;Driving,Racing,Drag,Drag;;Oct 4, 2001
5.6;The Adventure Company;Nibiru: Age of Secrets;Adventure,General;66;Aug 31, 2005
;;Nick Chase: A Detective Story;;;Feb 4, 2009
;;Nickelodeon Dora the Explorer: Lost and Found Adventure;;;Jun 8, 2009
;Atari;Nickelodeon Party Blast;Miscellaneous,Trivia/GameShow,Party;;Oct 31, 2002
;;Nicktoons Basketball;;;Sep 11, 2004
;;Nicktoons Racing;;;Sep 18, 2000
;;Nicktoons Splat Pack;;;Aug 9, 2006
;;Nicktoons Winners Cup Racing;;;Feb 15, 2006
;;Nicolas Eymerich - The Inquisitor Book II : The Village;;;Jan 22, 2015
;;Nicole;;;Oct 26, 2013
6.9;Messhof;Nidhogg;Action,Miscellaneous,General,General;81;Jan 13, 2014
;;Night Crisis Project;;;Jun 11, 2014
;;Night Detective;;;Jun 11, 2014
;;Night Mysteries: The Amphora Prisoner;;;Feb 26, 2015
;;Night of the Living Dead Defense;;;Mar 31, 2014
;;Night Shift (2015);;;Feb 23, 2015
6.0;cdv Software;Night Watch;Role-Playing,PC-styleRPG,PC-styleRPG;54;Jun 26, 2006
;;Nightbanes;;;Mar 27, 2015
;;Nightclub Emporium;;;Aug 7, 2015
;;Nightfall: Escape;;;May 11, 2015
8.5;Activision;Nightmare Creatures;ActionAdventure,Horror,Horror;;Nov 30, 1997
;;Nightmare Island Text Adventure;;;Oct 11, 2013
;;Nightmare on Azathoth;;;Oct 30, 2015
;;Nightmares from the Deep: Davy Jones;;;Jan 29, 2015
6.7;;Nightmares From the Deep: The Cursed Heart;;;Apr 23, 2012
7.7;;Nightmares from the Deep: The Siren's Call;;;May 15, 2014
;;NightmareZ;;;May 21, 2015
7.3;Sega;NiGHTS into Dreams...;Action,Platformer,3D,Platformer,3D;;Oct 2, 2012
;;NightShift Legacy: The Jaguar's Eye;;;Dec 11, 2008
;;Nightside;;;Apr 2, 2015
7.2;Nicalis;NightSky;Action,Miscellaneous,Puzzle,Action,Puzzle,Puzzle;78;Jan 6, 2011
;;Nightstar Chase;;;Aug 27, 2014
;Philips Media;Nihilist;Action,General,General;;Nov 30, 1996
6.0;;Nihilumbra;;75;Oct 25, 2013
8.1;;Niko: Through The Dream;;74;Jul 17, 2015
6.0;Got Game Entertainment;Nikopol: Secrets of the Immortals;Adventure,Fantasy,Third-Person,Fantasy;68;Sep 20, 2008
;;Nimble Quest;;;Dec 6, 2013
8.1;;Nimbus;;80;Oct 25, 2010
;;Nimbus Sky Princess;;;Mar 30, 2010
;;Nindou;;;Nov 19, 2010
;;Ninepin Bowling Simulator;;;Oct 15, 2013
6.6;Noviy Disk;Ninja Blade;ActionAdventure,Modern,Modern;61;Oct 31, 2009
;;Ninja Cats Vs Samurai Dogs;;;Feb 21, 2014
;;Ninja Classic;;;Mar 26, 2015
;;Ninja Guy;;;Jan 5, 2015
;;Ninja Pizza Girl;;;Sep 30, 2015
6.8;Nunchuk Games;Ninja Reflex: Steamworks Edition;Action,General,General;57;Mar 21, 2008
;;Ninja Torappu;;;Mar 7, 2014
;;Ninjahtic;;;Jul 6, 2015
;;Ninjahtic Mind Tricks;;;Jul 16, 2015
;;Ninjawaz;;;Aug 22, 2011
;Bethesda Softworks;NIRA Intense Import Drag Racing;Driving,Racing,Drag;;Sep 30, 1999
;;Nirvana: The First Travel;;;Jul 31, 2015
6.4;ValuSoft;Nitro Family;Action,Shooter,First-Person,Sci-Fi;62;May 1, 2004
;;Nitro Racer XD;;;Aug 26, 2013
8.7;DigiPen Institute of Technology;Nitronic Rush;Driving,General;;Nov 11, 2011
;;No Brakes: 4x4 Racing;;;Jun 23, 2004
;Funcom;No Escape;Action,General,General;63;Nov 30, 2000
;;No Male Heroes;;;Jan 3, 2015
7.2;cdv Software;No Man's Land;Strategy,Real-Time,Historic,Historic;70;Oct 20, 2003
7.8;;No More Room in Hell;;;Oct 31, 2013
8.7;Sierra Entertainment;No One Lives Forever 2: A Spy in H.A.R.M.'s Way;Action,Shooter,First-Person,Modern,Shooter,Modern;91;Sep 30, 2002
;;No Seat?;;;May 10, 2014
5.5;kudosoft;No Surrender: Battle of the Bulge;Strategy,Wargame,Real-Time;;Jul 26, 2005
6.5;;No Time to Explain;;54;Aug 15, 2011
;;No Time To Explain Remastered;;;Jul 17, 2015
;;No Time To Live;;;Sep 30, 2015
;;No Turning Back;;;Jun 16, 2015
;;No, Thank You!!!;;;Feb 27, 2015
;;Nobu: Fat Revenge;;;Dec 28, 2014
;;Nobunaga no Yabou: Souzou - Scenario Dokuganryutatsu;;;Aug 27, 2014
;;Nobunaga no Yabou: Souzou - Scenario Itsukushima;;;Aug 27, 2014
;;Nobunaga no Yabou: Souzou - Scenario Nagashinonotatakai;;;Aug 27, 2014
;;Nobunaga no Yabou: Souzou - Scenario Shingenjouraku;;;Aug 27, 2014
;;Nobunaga no Yabou: Souzou - Scenario Tenkafubu;;;Aug 27, 2014
;;Nobunaga no Yabou: Souzou - Scenario Tennouzan;;;Aug 27, 2014
;;Nobunaga no Yabou: Souzou - Scenario Tetorigawa;;;Aug 27, 2014
;;Nobunaga no Yabou: Tendou with Power-Up Kit;;;Jun 25, 2015
;;Nobunaga's Ambition: Kakushin with Power-Up Kit;;;Jun 25, 2015
8.1;;Nobunaga's Ambition: Sphere of Influence;;68;Aug 27, 2014
;;Nocturnal Illusion;;;Jan 1, 1997
8.4;Gathering;Nocturne;ActionAdventure,Horror,Horror;;Oct 31, 1999
;;Noddy: Playtime in Toyland;;;Sep 30, 1999
7.5;;Noir Syndrome;;;Jun 4, 2014
;Cyberdreams;Noir: A Shadowy Thriller;Adventure,General;;Oct 31, 1996
;;Noire;;;May 10, 2013
8.2;;Noitu Love 2: Devolution;;80;Apr 18, 2008
;;NoLimits 2: Roller Coaster Simulation;;;Aug 21, 2014
;Mad Data;NoLimits Rollercoaster;Simulation,General;;Feb 10, 2005
;;Nom Nom Galaxy;;68;Aug 3, 2015
;;Nomad Fleet;;;Jul 14, 2015
;PowerUp Studios, Inc.;NOMBZ: Night of a Million Billion Zombies;Action,Shooter,Third-Person,Fantasy,Fantasy,Shooter;;Mar 25, 2008
;;Noms the Fish;;;Sep 18, 2012
;;Non Flying Soldiers;;;Nov 9, 2012
;Matrix Games;Norm Koger's The Operational Art of War III;Strategy,Turn-Based,Modern;;Jun 5, 2006
;Interplay;Normality;Adventure,General,General;;Jun 30, 1996
;;Normsville Nights: Monster Madness;;;Dec 1, 2013
;Interplay;Norse by Norsewest: The Return of the Lost Vikings;Action,General,General,Puzzle;;Apr 30, 1997
;Interactive Magic;North vs. South;Strategy,General;;Feb 28, 1999
7.8;GMX Media;Northland;Strategy,Real-Time,Fantasy,Fantasy;62;Mar 24, 2004
;;Northmark: Hour of the Wolf;;;Oct 17, 2012
7.5;iGames;Nosferatu: The Wrath of Malachi;Action,Shooter,First-Person,Fantasy,Fantasy,Shooter;70;Oct 19, 2003
5.8;Uforia;Nostale: Global;Role-Playing,MassivelyMultiplayerOnline,Fantasy;;Jan 1, 2009
6.7;;Nostradamus: The Last Prophecy;;70;Sep 23, 2008
6.3;;Not a Hero;;75;May 14, 2015
7.9;;Not The Robots;;;Dec 12, 2013
;;Not without my donuts;;;Apr 28, 2015
;;Notch - The Innocent LunA: Eclipsed SinnerS;;;Jun 4, 2015
7.0;;NotGTAV;;;Jul 2, 2015
;;Notrium;;;Apr 10, 2012
;;NotStandartRacerE00;;;May 18, 2014
;;NOVA-111;;68;Aug 25, 2015
;;Novus Ordum;;;Aug 19, 2003
;;NOWHERE;;;Feb 12, 2014
9.0;Westwood Studios;Nox;Role-Playing,General,General;;Jan 31, 2000
;;Noxious;;;Jan 30, 2012
2.4;Speedco Shooting Sports, Inc.;NRA Varmint Hunter;Sports,Nature,Hunting,Hunting;16;Nov 8, 2004
;;Nubs' Adventure;;;Oct 9, 2015
7.5;Viva Media, Viva Media, LLC;Nuclear Dawn;Action,Shooter,First-Person,Modern,Shooter,Modern,Arcade;71;Sep 22, 2011
;;Nuclear Shot;;;Sep 7, 2015
6.4;Electronic Arts;Nuclear Strike;Action,Shooter,Simulation,Flight,Scrolling,General,Combat;;Oct 31, 1997
;;Nuke-Nin;;;Mar 28, 2014
;;Null Divide+;;;Nov 23, 2013
;;Numba Deluxe;;;May 23, 2014
;;Number Station;;;Apr 26, 2014
5.4;;Numen: Contest of Heroes;;;Jun 3, 2010
;;NUX;;;May 23, 2006
;;Nyctophilia;;;Sep 23, 2015
;;Nyctophobia;;;Aug 25, 2015
7.6;Over the Top Games;NyxQuest: Kindred Spirits;Action,Platformer,2D,Platformer,2D;;Sep 27, 2010
;Psygnosis;O.D.T.: Escape... Or Die Trying;Action,Shooter,First-Person,Sci-Fi,Adventure,Sci-Fi,Third-Person,General;;Oct 31, 1998
;Strategy First;O.R.B.;Strategy,Real-Time,Sci-Fi,Sci-Fi;68;Nov 4, 2002
;;O3DX - Offroad 3DX;;;Aug 21, 2015
;PlayFirst;Oasis;Strategy,Turn-Based,Historic,Historic;;Apr 12, 2005
7.8;;OBEY;;;May 22, 2015
;;Obitus: The Final Departure;;;Dec 6, 2013
;;Obliterate Everything 2 Gold;;;Sep 2, 2013
;;Obliteration Order;;;Feb 3, 2015
7.3;;Oblitus;;69;Feb 27, 2015
;;Oblivious Garden: Carmina Burana;;;Dec 12, 2014
;;Obludia;;;Jul 18, 2014
8.1;DreamCatcher Interactive;Obscure;ActionAdventure,Horror,Horror;63;Apr 6, 2005
7.2;_No Company, Ignition Entertainment;Obscure: The Aftermath;ActionAdventure,Horror,Horror;59;Mar 25, 2008
8.3;SegaSoft;Obsidian;Adventure,General,General;85;Dec 31, 1996
7.2;;Obulis;;;Mar 19, 2009
6.2;;Ocean City Racing;;;May 20, 2013
;;Ocean Express;;;May 4, 2006
6.7;;Oceanhorn: Monster of Uncharted Seas;;73;Mar 17, 2015
7.7;;Octodad: Dadliest Catch;;69;Jan 30, 2014
;;Octopede;;;Oct 13, 2011
8.3;;Odallus: The Dark Call;;78;Jul 15, 2015
;;Oddity;;;May 28, 2014
;Alawar Entertainment, Inc;Oddly Enough: Pied Piper;Miscellaneous,Adventure,General,HiddenObject,Puzzle,Puzzle;;Nov 6, 2011
8.7;GT Interactive;Oddworld: Abe's Exoddus;Action,Platformer,2D,Platformer,2D;;Nov 30, 1998
8.6;GT Interactive;Oddworld: Abe's Oddysee;Action,Platformer,2D,Platformer,2D;;Oct 31, 1997
7.9;;Oddworld: Abe's Oddysee - New 'n' Tasty;;87;Feb 25, 2015
6.4;Oddworld Inhabitants;Oddworld: Munch's Oddysee;Action,ActionAdventure,Platformer,2D,Sci-Fi,General;;Dec 20, 2010
7.6;Oddworld Inhabitants;Oddworld: Stranger's Wrath;ActionAdventure,Sci-Fi,Sci-Fi,General,Fantasy;;Dec 20, 2010
7.9;;Oddworld: Stranger's Wrath HD;;;Sep 14, 2012
8.5;Monolith Productions;Odium;Strategy,General,General;;Nov 30, 1999
;;Odysseus: Long Way Home;;;Feb 23, 2015
;;Odyssey Reborn;;;Mar 30, 2015
;DreamCatcher Interactive;Odyssey: The Search for Ulysses;Adventure,General,General;58;Jan 2, 2001
;;Of Carrots And Blood;;;May 14, 2015
;Interplay;Of Light and Darkness: The Prophecy;Adventure,General;58;Mar 31, 1998
6.8;;Of Orcs and Men;;69;Oct 11, 2012
;;Off The Record: The Art of Deception Collector's Edition;;;Feb 7, 2015
6.3;;Off-Road Drive;;60;Sep 29, 2011
;Interplay;Off-Road Redneck Racing;Driving,Racing,Rally/Offroad;65;May 2, 2001
;Icon Software;Offensive;Strategy,General,General;;Jul 31, 1996
7.2;Tri Synergy;Officers;Strategy,Real-Time,Historic,Historic;64;Jul 14, 2009
;Eidos Interactive;Official Formula 1 Racing;Driving,Racing,FormulaOne,Arcade;;Jun 30, 1999
6.8;Retro Affect;Offspring Fling;Miscellaneous,General,Puzzle;79;Apr 3, 2012
;;Ogre Stomp;;;Aug 30, 2013
;;OGS Mahjong;;;Feb 15, 2012
;;Oh Wow an RPG Game;;;Mar 26, 2012
;;Oil Enterprise;;;May 22, 2015
6.5;;Oil Rush;;67;Jan 25, 2012
;;Oil Rush: Tower Defense Map Pack;;;May 30, 2012
;;Oil Tycoon;;;Aug 23, 2001
;;OIO;;;Sep 24, 2011
5.6;;OIO The Game;;75;Sep 23, 2011
7.8;;Oknytt;;61;Apr 4, 2014
;;Olav & the Lute;;;Nov 22, 2013
6.8;;OlliOlli;;78;Jul 22, 2014
5.2;;OlliOlli2: Welcome to Olliwood;;82;Aug 11, 2015
;;Olympia Rising;;;Jul 23, 2015
3.5;;Omegalodon;;;Mar 10, 2012
4.8;Kalypso;Omerta: City of Gangsters;Simulation,Strategy,General,General,General;54;Feb 12, 2013
;;Omerta: City of Gangsters - Damsel in Distress;;;Apr 16, 2013
;;Omerta: City of Gangsters - The Arms Industry;;;May 3, 2013
;;Omerta: City of Gangsters - The Bulgarian Colossus;;;Feb 18, 2013
;;Omerta: City of Gangsters - The Con Artist;;;Mar 8, 2013
;;Omerta: City of Gangsters - The Japanese Incentive;;;Dec 5, 2013
;;OMG Zombies!;;;Feb 13, 2014
;;OMG! High School Triple Play Pack;;;Apr 7, 2009
;;OMG, The Ground Is Falling!;;;Jun 18, 2015
8.9;Eidos Interactive;Omikron: The Nomad Soul;Adventure,General,Sci-Fi,Third-Person;;Nov 2, 1999
;;Ominous!;;;Mar 19, 2015
;;Omnipresent;;;Sep 28, 2015
6.5;;OMSI 2;;;Dec 11, 2013
;;On A Roll 3D;;;Feb 12, 2015
;;On My Own;;;Feb 23, 2015
;;On The Shoulders Of Ancestors;;;Mar 8, 2012
;;Onager PC;;;Jun 21, 2014
;;Once Bitten, Twice Dead;;;May 12, 2015
8.4;Atari;Once Upon a Knight;Strategy,Real-Time,Fantasy,Fantasy;63;Sep 25, 2003
;;Oncoming Death;;;Oct 19, 2015
4.6;;ONE DAY for Ched;;;Sep 12, 2014
;;One Final Breath: Episode One;;;Aug 10, 2015
;;One Final Chaos;;;Oct 21, 2015
8.6;;One Finger Death Punch;;;Mar 3, 2014
;;One Hundred Ways;;;Oct 23, 2015
;;One Last Day;;;Apr 28, 2015
7.0;;One Late Night;;;Mar 4, 2013
2.5;;One Late Night: Deadline;;;Dec 22, 2014
;;One Manga Day;;;May 4, 2015
;;One More Line;;;Aug 28, 2015
7.3;Diversions Entertainment;One Must Fall: Battlegrounds;Action,Fighting,3D,3D,Fighting;61;Dec 19, 2003
;;One Night;;;Jan 2, 2009
;;One Night (2015);;;Jan 26, 2015
;;One Night 2: The Beyond;;;Jul 10, 2009
;;One Night 3: Shadows of Stillwater;;;Dec 7, 2009
;;One Night: Full Circle;;;Apr 15, 2011
5.4;;One Piece: Pirate Warriors 3;;62;Aug 28, 2015
;;One Ship Two Ship Redshift Blueshift;;;Sep 24, 2015
;;One Snack Please;;;Jul 26, 2014
8.4;;One Unit Whole Blood;;;Jul 15, 1998
7.4;;One Way Heroics;;;Nov 29, 2013
;;One Way To Die;;;Sep 1, 2015
;;One-eyed Jak;;;Oct 6, 2015
;;Ongaku;;;May 29, 2015
8.6;Gathering;Oni;Action,Beat-'Em-Up,3D,Beat-'Em-Up;73;Jan 28, 2001
6.8;;Onigiri;;;Jul 1, 2014
6.8;;Oniken;;;Feb 5, 2014
;;Onikira - Demon Killer;;56;Aug 27, 2015
8.0;Ubisoft;Onimusha 3: Demon Siege;ActionAdventure,Fantasy,Fantasy;69;Mar 16, 2006
;;Only dream;;;May 4, 2015
5.8;;Only If;;39;Jul 25, 2014
;;oO;;;Jul 6, 2015
;;Ookibloks;;;Oct 8, 2015
8.0;AwesomeGamesStudio;Oozi: Earth Adventure;Action,Platformer,2D;66;Sep 16, 2012
7.5;;Opaline: 2 Fates 1 Love;;;Nov 20, 2012
;Microids;Open Kart;Driving,Racing,FormulaOne,FormulaOne;57;Sep 24, 2001
8.1;Ubisoft;Open Season;Action,Platformer,3D,Platformer,3D;58;Sep 19, 2006
;;OpenArena;;;Aug 28, 2011
;;OpenClonk;;;Oct 18, 2011
;;OpenRA;;;Mar 14, 2013
8.5;;OpenTTD;;;Oct 25, 2011
;;OpenTyrian;;;Oct 25, 2011
;;OPERATION ANNUNAKI: The Curse of Enki;;;Oct 29, 2012
;;Operation Barbarossa - The Struggle for Russia;;;Sep 10, 2010
6.4;Atari;Operation Blockade;Action,Shooter,Rail,Shooter,Rail;49;May 13, 2002
9.1;Codemasters;Operation Flashpoint: Cold War Crisis;Action,Shooter,First-Person,Tactical,Modern,Shooter,Modern;85;Aug 30, 2001
4.9;Codemasters;Operation Flashpoint: Dragon Rising;Action,Shooter,First-Person,Tactical,Modern,Shooter,Modern;76;Oct 6, 2009
;;Operation Flashpoint: Dragon Rising - Overwatch;;;Jan 27, 2010
;;Operation Flashpoint: Dragon Rising - Skirmish;;;Nov 5, 2009
4.9;Codemasters;Operation Flashpoint: Red River;Action,Shooter,First-Person,Modern,Shooter,Modern;67;Jun 7, 2011
;;Operation Flashpoint: Red River - Valley of Death;;;Jun 28, 2011
9.1;Codemasters;Operation Flashpoint: Resistance;Action,Shooter,First-Person,Tactical,Modern,Shooter,Modern;77;Jul 10, 2002
;Electronic Arts;OPERATION Mania;Miscellaneous,General,General;;Nov 4, 2008
;;Operation SD: Space Defense;;;Apr 14, 2012
;;Operation Smash;;;Jul 13, 2013
;Atari;Operation Steel Tide;Simulation,Submarine,Submarine;;Dec 25, 2002
8.5;;Operation7;;;Dec 22, 2008
;;ORB;;;Nov 8, 2002
;;Orb and the Oracle;;;Sep 16, 2009
;;Orbit;;;Feb 16, 2014
;;ORBIT;;;Sep 30, 2015
;;Orbit HD;;;Mar 18, 2015
7.2;;Orbital Gear;;59;Aug 7, 2014
;;ORBITOR;;;Aug 21, 2015
;;Orbitron: Revolution;;;Jul 23, 2013
;;Orborun;;;Sep 5, 2014
;;Orbz;;;Dec 19, 2002
;;Orc Attack: Flatulent Rebellion;;;May 15, 2014
;;Orc Defence;;;Dec 2, 2014
;;Orc Slayer;;;Oct 26, 2015
;;Orchard;;;Jan 26, 2009
;Joyboost;Orchidia;Miscellaneous,Puzzle,General,General,Puzzle;;Aug 3, 2007
8.1;Robot Entertainment;Orcs Must Die!;Action,General,General;83;Oct 11, 2011
7.9;;Orcs Must Die! 2;;83;Jul 30, 2012
6.5;;Orcs Must Die! 2 - Fire and Water Booster Pack;;;Aug 29, 2012
8.0;;Orcs Must Die! Artifacts of Power;;;Oct 25, 2011
5.3;;Orcs Must Die! Lost Adventures;;;Nov 8, 2011
;;Orczz;;;Sep 28, 2011
6.1;;Order of Battle: Pacific;;80;Apr 30, 2015
7.3;Square Enix;Order of War;Strategy,Real-Time,Historic,Historic;69;Sep 22, 2009
6.9;;Order of War: Challenge;;70;Mar 11, 2010
;;OreSome;;;Jan 3, 2013
;;Organ Biker;;;Jun 1, 2015
7.0;;Organ Trail: Director's Cut;;;Mar 19, 2013
8.7;;Ori and the Blind Forest;;88;Mar 11, 2015
8.8;Virgin Interactive;Original War;Strategy,General,General;61;Dec 3, 2001
;;Orion Trail;;;Aug 18, 2015
;;Orion: A Sci-Fi Visual Novel;;;Sep 28, 2015
5.7;;Orion: Dino Horde;;36;May 4, 2012
;;Osada;;;Apr 6, 2011
;;Osananajimi wa Daitouryou: My Girlfriend is the President. Fan Disk;;;Jul 4, 2014
;;Oscura: Lost Light;;66;Feb 24, 2015
7.5;Hemisphere Games;Osmos;Miscellaneous,Puzzle,General,General,Puzzle,Puzzle;80;Aug 18, 2009
;;Ossuary;;;May 27, 2015
;;Ostrich Island;;;Jan 8, 2015
;;Other Age: Second Encounter;;;Sep 30, 2015
;;Otoboku: Maidens Are Falling For Me;;;Nov 23, 2012
;Ideas From the Deep;Otto Matic;Action,ActionAdventure,Platformer,3D,General,Platformer,3D;;Feb 23, 2005
;;OTTTD;;;Aug 6, 2014
6.8;;Our Darker Purpose;;74;Jan 29, 2014
8.3;;Out of the Park Baseball 10;;83;Jun 2, 2009
6.9;;Out of the Park Baseball 11;;85;Oct 22, 2009
8.0;;Out of the Park Baseball 12;;79;Jun 23, 2011
8.2;;Out of the Park Baseball 13;;85;Apr 9, 2012
8.6;Out Of The Park Developments;Out of the Park Baseball 14;Sports,Traditional,Baseball,Management,Management;86;Apr 15, 2013
7.5;;Out of the Park Baseball 15;;89;Apr 21, 2014
8.1;;Out of the Park Baseball 16;;91;Mar 23, 2015
2.6;Sports Interactive;Out of the Park Baseball 2007;Sports,Traditional,Baseball,Management,Management;96;Mar 23, 2006
7.8;;Out of the Park Baseball 4;;87;Feb 28, 2002
;Out Of The Park Developments;Out of the Park Baseball 5;Sports,Traditional,Baseball,Management;84;Feb 28, 2003
2.8;Out Of The Park Developments;Out of the Park Baseball 6;Sports,Traditional,Baseball,Management;87;Apr 16, 2004
;Out Of The Park Developments;Out of the Park Baseball 6.5;Sports,Traditional,Baseball,Management;;Jun 14, 2005
7.4;Out Of The Park Developments;Out of the Park Baseball 9;Sports,Traditional,Baseball,Management;82;Jun 1, 2008
;Sports Interactive;Out of the Park Baseball Manager 2006;Sports,Traditional,Baseball,Management;73;May 31, 2006
8.5;;Out There Somewhere;;;May 20, 2014
8.2;;Out There: Omega Edition;;75;Apr 2, 2015
;Hasbro Interactive;Outburst;Action,General,General;;Sep 30, 1998
9.0;Infogrames;Outcast;Adventure,General,General;;Jul 31, 1999
8.0;The Adventure Company;Outcry;Adventure,Modern,Third-Person,Point-and-Click;63;Aug 28, 2008
;Global Star Software;Outdoor Life: Sportsman's Challenge;Strategy,Tycoon;70;Oct 5, 2004
7.3;;Outland;;83;Sep 29, 2014
8.4;;Outlast;;80;Sep 4, 2013
7.8;;Outlast: Whistleblower;;73;May 6, 2014
;VU Games;Outlaw Chopper;Action,General,General;;Jul 11, 2006
8.5;LucasArts;Outlaws;Action,Shooter,First-Person,Historic,Shooter,Historic,Arcade;;Mar 31, 1997
8.8;Take-Two Interactive;Outlive;Strategy,General,General;59;Mar 19, 2001
;;Outpost 13;;;Oct 27, 2015
;Sierra Entertainment;Outpost 2: Divided Destiny;Strategy,General;;Jul 31, 1997
;NinjaBee;Outpost Kaloki;Strategy,Tycoon;;Sep 29, 2004
;;Outpost: Save Yourselves;;;Jul 19, 2014
7.8;Sega;OutRun 2006: Coast 2 Coast;Driving,Racing,Arcade,Arcade;81;Jun 27, 2006
;Microsoft Game Studios;Outwars;Action,Shooter,Sci-Fi,Third-Person,Sci-Fi,Shooter;;Apr 30, 1998
;Activision;Oval Office;Action,General;;Oct 17, 2008
;;Over 9,000 Zombies!;;53;Feb 25, 2015
;Activision;Over the Hedge;Action,Platformer,3D,Platformer,3D;65;May 9, 2006
;;Over The Hills And Far Away;;;Sep 16, 2015
;Avalon Hill;Over the Reich;Strategy,General;;Sep 30, 1996
;;Over The Void;;;Nov 11, 2014
;;Overball;;;Aug 3, 2004
6.3;;Overcast - Walden and the Werewolf;;;Apr 18, 2014
7.2;Lighthouse Interactive, DTP Entertainment;Overclocked: A History of Violence;Adventure,General,General;70;Apr 7, 2008
;;OVERGRAVITY;;;Jun 3, 2015
8.1;Codemasters;Overlord;ActionAdventure,Fantasy,Fantasy;81;Jun 26, 2007
8.1;Codemasters;Overlord II;ActionAdventure,Fantasy,Fantasy;79;Jun 23, 2009
2.6;;Overlord: Fellowship of Evil;;;Oct 20, 2015
8.0;Codemasters;Overlord: Raising Hell;ActionAdventure,Fantasy,Fantasy;;Feb 15, 2008
;;Overruled!;;;Sep 15, 2015
;;Overshadow;;;Feb 26, 2015
;;Overture;;76;Jan 26, 2015
;;Oware;;;Oct 22, 2013
;;Owari;;;Feb 23, 2015
;;Owys;;;Aug 25, 2015
;;P-3 Biotic;;;Jul 23, 2012
;;P-38 Lightning;;;Dec 10, 2007
;;P.R.I.S.M;;;Apr 2, 2014
;Atari;Pac-Man All-Stars;Miscellaneous,Puzzle,General,General,Puzzle;53;May 14, 2002
5.0;;Pac-Man and the Ghostly Adventures;;;Oct 29, 2013
7.2;;Pac-Man Championship Edition DX +;;86;Sep 24, 2013
6.5;;Pac-Man Museum;;;Feb 25, 2014
7.6;Hip Games;Pac-Man World 2;Action,Platformer,3D,Platformer,3D;54;May 25, 2004
7.6;Namco;Pac-Man World 3;Action,Platformer,3D,Platformer,3D;74;Dec 8, 2005
;Namco Bandai Games America;Pac-Man World Rally;Driving,Racing,Kart,Kart;;Aug 31, 2006
8.5;Hasbro Interactive;Pac-Man: Adventures in Time;Action,General;79;Oct 31, 2000
;;Pacewar;;;Jan 26, 2015
8.0;Ubisoft;Pacific Fighters;Simulation,Flight,WWII,WWII;76;Oct 26, 2004
;SSI;Pacific General;Strategy,General,General;;Jun 30, 1997
;;Pacific Gunner;;;Dec 24, 2002
;;Pacific Liberation Force;;;Sep 16, 2014
5.8;cdv Software;Pacific Storm;Strategy,Real-Time,Historic,Historic;67;Oct 2, 2006
6.2;cdv Software, Buka Entertainment;Pacific Storm: Allies;Strategy,Real-Time,Historic,Historic;60;Jan 28, 2008
;;Pacific Surfliner LA - San Diego Route;;;Oct 17, 2013
;;Pahelika: Revelations;;;Nov 22, 2011
6.0;;Pahelika: Secret Legends;;;Jul 3, 2009
8.0;DreamCatcher Interactive;Painkiller;Action,Shooter,First-Person,Fantasy,Fantasy,Shooter;81;Apr 12, 2004
;;Painkiller Hell & Damnation: Full Metal Rocket;;;Apr 26, 2013
;Nordic Games Publishing;Painkiller Hell & Damnation: Medieval Horror;Action,Shooter,First-Person,Fantasy,Fantasy,Shooter;;Jan 25, 2013
;;Painkiller Hell & Damnation: Operation Zombie Bunker;;;Mar 29, 2013
;;Painkiller Hell & Damnation: The Clock Strikes Meat Night;;;Feb 22, 2013
;;Painkiller Universe;;;Jul 8, 2008
8.0;DreamCatcher Interactive;Painkiller: Battle out of Hell;Action,Shooter,First-Person,Fantasy,Fantasy,Shooter;75;Dec 1, 2004
;DreamCatcher Interactive;Painkiller: Gold Edition;Action,Shooter,First-Person,Fantasy;;Apr 18, 2005
6.5;Nordic Games Publishing;Painkiller: Hell & Damnation;Action,Shooter,First-Person,Fantasy,Fantasy,Shooter;64;Nov 23, 2012
6.9;DreamCatcher Interactive, JoWooD Entertainment AG;Painkiller: Overdose;Action,Shooter,First-Person,Fantasy,Fantasy,Shooter;65;Oct 26, 2007
;;Painkiller: Pandemonium;;;Oct 14, 2010
3.9;;Painkiller: Recurring Evil;;38;Feb 29, 2012
5.2;;Painkiller: Redemption;;43;Feb 25, 2011
4.4;;Painkiller: Resurrection;;38;Oct 27, 2009
;;Paint it Back;;;Oct 14, 2015
;;Paintball eXtreme;;;Jul 17, 2015
;;Painters Guild;;;Sep 1, 2015
